298.3265534	2572.313093	
626.9571873	2293.597488	
598.9161263	1259.777693	
647.5509529	1358.568487	
742.9051742	1473.038766	
268.5952657	2382.866103	
269.6256617	2358.009735	
636.8015909	1225.417375	
205.9838862	2554.802016	
277.3950297	2351.775304	
619.8546733	1275.890544	
654.2930619	1355.262099	
342.1501635	2713.522838	
271.6849226	2357.819898	
706.8274542	1100.015291	
342.0153092	2597.034397	
765.0083673	1335.809621	
783.5599127	1451.805222	
293.345027	2396.919537	
268.1595164	2335.023927	
270.6668527	2209.458174	
268.5547781	2444.343804	
749.5980239	1288.361828	
298.2992898	2674.604514	
603.758368	1438.00425	
728.0195559	1317.382017	
270.602693	2310.042173	
634.0383563	1309.131872	
732.6419437	1349.363782	
738.0285293	1265.574321	
582.374092	1355.201777	
619.0845576	1281.2663	
632.5548956	1306.530219	
282.1309614	2571.501289	
680.633365	1277.358965	
267.393657	2363.387435	
778.8612848	1409.046661	
280.4427628	2420.333383	
326.1403028	2516.898606	
384.9942013	2615.483859	
